Name,Sex,Event,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetState,MeetName
Christopher Peters,M,SBD,Raw,23.5,24-34,MR-O,79.4,83,145.0,152.5,157.5,,157.5,87.5,92.5,97.5,,97.5,180.0,187.5,195.0,,195.0,450.0,4,308.68,308.68,298.23,440.22,Yes,,USAPL,2017-06-10,USA,FL,Boynton Barbell Center Invitational
Abraham Espinosa,M,SBD,Single-ply,,,Boys,82.55,89.8,,,,,136.08,,,,,92.99,,,,,158.76,387.82,12,259.71,259.71,250.72,350.0,Yes,,THSPA,2014-01-25,USA,TX,10th Annual Perrin Powerlifting Meet
Stian Björge,M,B,Single-ply,19.5,20-23,Juniors 19-23,72.0,75,,,,,,,,,,142.5,,,,,,142.5,1,104.55,107.69,101.23,529.06,Yes,Norway,NSF,2007-04-28,Norway,,KM benkpress
Romello Fowlin,M,SBD,Single-ply,,,Boys,80.42,82.1,,,,,147.42,,,,,77.11,,,,,151.95,376.48,10,256.18,256.18,247.44,346.67,Yes,,THSPA,2019-02-02,USA,TX,Bridgeport Invitational
Maddie Hargrove,F,SBD,Single-ply,,,Girls,73.84,75,,,,,108.86,,,,,52.16,,,,,122.47,283.5,3,272.18,272.18,239.56,395.55,Yes,,THSWPA,2019-02-09,USA,TX,Castleberry Lions Powerlifting Invitational
Snow,M,B,Raw,,,40-49,75.0,75,,,,,,,,,,135.0,,,,,,135.0,1,96.2,96.2,93.05,591.35,Yes,,WNPF,2007-04-21,USA,NJ,Nationals
Heena Patel,F,BD,Single-ply,,,wsm1,51.21,52,,,,,,,,,,92.5,,,,,152.5,245.0,1,309.05,309.05,274.11,,Yes,,NASA,2006-08-04,USA,OK,World Cup Championships
Aleksandr Bykov,M,SBD,Single-ply,21.5,20-23,Open,74.0,75,,,,,255.0,,,,,155.0,,,,,250.0,660.0,5,474.75,479.49,459.37,591.9,Yes,,FPR,2004-11-16,Russia,MOW,Russian Students Powerlifting Championships
Joel Sandoval,M,SBD,Single-ply,,,Varsity,72.94,74.8,,,,,131.54,,,,,83.91,,,,,158.76,374.21,5,271.97,271.97,263.25,365.69,Yes,,THSPA,2012-02-04,USA,TX,Calallen Asa Chambless Powerlifting Classic
Volodymyr Binda,M,SBD,Single-ply,18.5,18-19,Open,74.95,75,240.0,-250.0,-250.0,,240.0,120.0,-130.0,130.0,,130.0,220.0,230.0,240.0,,240.0,610.0,16,434.86,452.26,420.65,547.4,Yes,,UkrainePF,2009-12-05,Ukraine,,Ukrainian Powerlifting Cup
Jordan McKenzie,M,SBD,Single-ply,,,Boys,64.41,67.1,,,,,151.95,,,,,86.18,,,,,161.03,399.16,4,319.86,319.86,310.75,418.3,Yes,UK,THSPA,2018-02-01,USA,TX,Summit Boys Powerlifting Invitational
Laurynas Zukauskas,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,93.25,105,230.0,240.0,250.0,,250.0,160.0,170.0,-172.5,,170.0,230.0,-240.0,-240.0,,230.0,650.0,2,407.81,432.27,392.67,510.42,Yes,Lithuania,EPF,2014-04-09,Russia,,European Sub-Juniors & Juniors Championships
Jayden Bir,M,SBD,Raw,20.5,20-23,Open,92.0,93,160.0,170.0,175.0,,175.0,110.0,117.5,125.0,,125.0,210.0,225.0,232.5,,232.5,532.5,3,336.25,342.98,323.87,484.5,Yes,,PA,2016-06-18,Australia,NSW,Strength Nation Classic
Joshua Morin,M,SBD,Single-ply,,,Boys,55.79,55.7,,,,,183.7,,,,,124.74,,,,,174.63,483.08,1,441.39,441.39,431.71,546.12,Yes,,THSPA,2018-01-13,USA,TX,Edinburg C.I.S.D Power Lifting Meet
David Chuděj,M,SBD,Single-ply,18.5,18-19,Sub-Juniors,74.9,75,,,,,135.0,,,,,130.0,,,,,175.0,440.0,1,313.82,326.37,303.57,412.2,Yes,Czechia,CSST,1995-01-21,Czechia,,Mistrovství Moravy Dorostu
倉持 勇斗,M,SBD,Raw,17.5,18-19,High School,65.3,66,150.0,-160.0,-160.0,,150.0,92.5,100.0,105.0,,105.0,135.0,-145.0,145.0,,145.0,400.0,10,316.86,335.87,307.68,446.22,Yes,,JPA,2018-08-05,Japan,,Japanese High School Powerlifting Championships
Nadine Brack,F,B,Multi-ply,57.5,55-59,Open,75.0,75,,,,,,,,,,128.0,,,,,,128.0,1,121.68,154.29,107.04,623.03,Yes,,WABDL,2016-08-20,USA,WA,Great Northern
Nikolay Fedorov,M,B,Single-ply,28.5,24-34,Open,72.05,74,,,,,,135.0,-140.0,-140.0,,135.0,,,,,,135.0,2,99.0,99.0,95.85,509.26,Yes,,FPR,2017-02-11,Russia,ME,Mari El Bench Press Championships
Václav Patočka,M,SBD,Single-ply,30.5,24-34,Open,83.0,90,,,,,230.0,,,,,145.0,,,,,225.0,600.0,2,400.5,400.5,386.6,507.49,Yes,Czechia,CSST,2008-10-18,Czechia,,Liga Družstev v Silovém Trojboji
Jae Penick,M,SBD,Raw,26.0,24-34,Open,121.2,125,,,,,187.5,,,,,117.5,,,,,227.5,532.5,2,305.45,305.45,291.37,407.47,,,USPA,2016-12-03,USA,CA,Deadweight Open
Patrick Elkin,M,SBD,Wraps,32.0,24-34,AAPF M-O,109.13,110,182.5,200.0,-210.0,,200.0,115.0,-137.5,,,115.0,205.0,215.0,230.0,,230.0,545.0,1,321.52,321.52,308.09,446.37,,,APF,2017-12-02,USA,MN,Twin Cities Barbell Holiday Throwdown IV
Pierre Shillingford,M,SBD,Raw,29.0,24-34,M-G,91.4,93,,,,,250.0,,,,,175.0,,,,,307.5,732.5,G,464.03,464.03,447.01,701.22,Yes,,IrishPF,2017-12-10,Ireland,,December Last Chance
Sunny Bhakta,M,SBD,Single-ply,,,Boys,126.1,124.7+,,,,,174.63,,,,,113.4,,,,,188.24,476.27,4,270.92,270.92,257.95,335.45,Yes,,THSPA,2010-02-13,USA,TX,Dalhart Powerlifting Meet
Robert Chapa,M,SBD,Single-ply,,,Boys,51.8,55.7,,,,,133.81,,,,,83.91,,,,,167.83,385.55,1,379.86,379.86,373.3,477.19,Yes,,THSPA,2010-01-23,USA,TX,San Diego Brush Country Classic
Uriel Arellano,M,SBD,Single-ply,,,Boys,101.15,109.7,,,,,192.78,,,,,138.35,,,,,170.1,501.22,3,303.67,303.67,291.75,389.59,Yes,,THSPA,2018-01-06,USA,TX,Mustang Strong Powerlifting Meet
Kaelen Wykoff,F,SBD,Single-ply,,,Girls,54.79,56,,,,,102.06,,,,,43.09,,,,,113.4,258.55,5,309.46,309.46,273.87,410.6,Yes,,THSWPA,2016-02-20,USA,TX,Last Qualifier
Joakim Gulstad,M,SBD,Raw,,,Juniors 19-23,91.2,93,120.0,132.5,140.0,,140.0,105.0,110.0,-120.0,,110.0,140.0,160.0,175.0,,175.0,425.0,1,269.52,269.52,259.65,371.85,Yes,,NSF,2013-02-09,Norway,,RM Nordland
Justin Huckabee,M,SBD,Single-ply,,,Boys,127.46,124.7+,,,,,249.48,,,,,142.88,,,,,244.94,637.3,2,361.77,361.77,344.27,429.45,Yes,,THSPA,2017-02-11,USA,TX,Glen Rose Invitational
Michelle Smith,F,BD,Raw,45.0,45-49,F-OR,72.1,75,,,,,,70.0,75.0,80.0,,80.0,155.0,167.5,172.5,,172.5,252.5,4,246.22,259.77,216.88,,,Australia,GPC-AUS,2016-12-04,Australia,,Tri-Nations Push/Pull
Sonia Manaena,F,SBD,Single-ply,48.5,45-49,Open,123.75,90+,217.5,230.0,-240.0,,230.0,142.5,150.0,-155.0,,150.0,210.0,227.5,-240.0,,227.5,607.5,G,483.15,530.02,408.7,605.31,Yes,New Zealand,PA,2010-07-24,Australia,VIC,Australian Open Powerlifting and Bench Press Championships and Intervarsity Championships
Colten Nabers,M,SBD,Single-ply,,,Boys,64.86,67.1,,,,,122.47,,,,,77.11,,,,,147.42,347.0,10,276.43,276.43,268.49,370.55,Yes,,THSPA,2011-01-27,USA,TX,springtown
Lutz Schuricht,M,SBD,Single-ply,58.0,55-59,Masters 2,88.6,90,-255.0,255.0,-265.0,,255.0,160.0,170.0,-180.0,,170.0,230.0,245.0,-255.0,,245.0,670.0,4,431.2,556.68,415.68,539.35,Yes,Germany,IPF,2009-09-28,Czechia,,World Masters Powerlifting Championships
Julie Watkin,F,SBD,Single-ply,45.0,45-49,Masters 1,59.3,60,,,,,130.0,,,,,67.5,,,,,151.0,348.5,1,392.09,413.66,346.49,501.03,Yes,Canada,CPU,2010-01-23,Canada,ON,Ontario Provincial Championship
Zack Schmitz,M,BD,Raw,19.0,18-19,open,109.36,110,,,,,,,,,,187.5,,,,,252.5,440.0,1,259.4,269.78,248.55,,Yes,,NASA,2014-02-01,USA,AZ,Arizona State
Payton Donofrio,M,SBD,Single-ply,,,Boys,125.78,124.7+,,,,,183.7,,,,,104.33,,,,,174.63,462.66,10,263.31,263.31,250.74,327.7,Yes,,THSPA,2017-02-02,USA,TX,Reedy Invitational
J. Brock,M,SBD,Multi-ply,,,Novice,75.0,75,,,,,201.85,,,,,142.88,,,,,181.44,526.17,2,374.93,374.93,362.67,480.45,,,APF,1997-09-13,USA,OH,Iron House Classic
Eliot Feldman,M,SBD,Single-ply,,,Masters I (40-49),90.0,90,215.0,227.5,-237.5,,227.5,120.0,130.0,-135.0,,130.0,220.0,235.0,245.0,,245.0,602.5,5,384.63,384.63,370.66,486.58,Yes,,USAPL,2004-12-11,USA,PA,American Open
Victor Rodriguez,M,SBD,Single-ply,,,Boys,79.74,82.1,,,,,154.22,,,,,,,,,,,,DQ,,,,,Yes,,THSPA,2012-02-09,USA,TX,Brownfield Meet
Tyler Howlett,M,SBD,Single-ply,,,Boys,132.63,124.7+,,,,,181.44,,,,,113.4,,,,,208.65,503.49,1,283.78,283.78,269.53,343.82,Yes,,THSPA,2012-02-16,USA,TX,Orangefield Meet
Tom Trevorah,M,SBD,Single-ply,58.0,55-59,Masters 55-59,82.5,82.5,,,,,215.0,,,,,135.0,,,,,227.5,577.5,1,386.87,499.45,373.49,492.39,Yes,USA,ADFPA,1992-11-07,USA,MO,Masters Nationals
Yuriy Bespalov,M,SBD,Single-ply,40.5,40-44,Masters 1,127.4,125+,,,,,325.0,,,,,225.0,,,,,282.5,832.5,2,472.62,472.62,449.76,545.48,Yes,Russia,IPF,1997-10-14,Hungary,,World Masters Powerlifting Championships
Ágnes Papp,F,B,Raw,40.0,40-44,M1,47.2,48,,,,,,40.0,45.0,-47.5,,45.0,,,,,,45.0,1,60.33,60.33,53.77,435.51,,Hungary,GPC,2018-09-16,Hungary,,World Championships
David Robinson,M,SBD,Raw,75.5,75-79,MR-M4b,81.8,83,75.0,80.0,-87.5,,80.0,85.0,90.0,91.0,,91.0,100.0,110.0,120.0,,120.0,291.0,1,195.95,359.56,189.2,248.56,Yes,USA,USAPL,2017-07-30,USA,CO,Rocky Mountain State Games
Tamerlan Bashkhadzhiev,M,SBD,Single-ply,27.5,24-34,Open,109.15,110,,,,,340.0,,,,,210.0,,,,,320.0,870.0,2,513.22,513.22,491.78,611.58,Yes,,FPR,2007-01-18,Russia,,Southern District Championships
Josh Cervantez,M,SBD,Single-ply,,,Boys,,,,,,,,,,,,,,,,,,,NS,,,,,Yes,,THSPA,2016-01-09,USA,TX,Weimar Wildcat Invitational
Erik Larson,M,D,Single-ply,18.5,18-19,M-T3,82.02,82.5,,,,,,,,,,,155.0,170.0,172.5,,172.5,172.5,1,115.97,120.6,111.97,385.78,Yes,,USAPL,2010-10-16,USA,CO,Deadlift and Push Pull Nationals
Gary Grissinger,M,SBD,Wraps,56.0,55-59,Masters 55-59,,,,,,,,,,,,,,,,,,,NS,,,,,,USA,APA,2018-04-07,USA,MO,Nationals
Chan Bawi-Tlung,M,SBD,Single-ply,,,Boys,72.48,74.8,,,,,111.13,,,,,61.23,,,,,115.67,288.03,5,210.3,210.3,203.59,296.99,Yes,,THSPA,2012-02-08,USA,TX,Trimble Tech Bull Dog Tri-Meet
Veronica Villerreal,F,SBD,Single-ply,,,Girls,89.36,90,,,,,158.76,,,,,99.79,,,,,151.95,410.5,1,355.76,355.76,309.44,491.18,Yes,,THSWPA,2019-02-07,USA,TX,HOT Powerlifting Championship
Tim Sparkes,M,D,Single-ply,42.0,40-44,Masters 40-46,100.0,100,,,,,,,,,,,,,,,282.5,282.5,2,171.93,175.36,165.23,584.63,Yes,USA,WABDL,2009-10-31,USA,NV,World Championships
Kristýna Nehybová,F,SBD,Raw,16.5,16-17,Open,80.12,84,,,,,90.0,,,,,62.5,,,,,125.0,277.5,3,253.7,274.0,222.47,433.28,Yes,,CSST,2017-09-17,Czechia,,Mistrovství Východních Čech v Klasickém Silovém Trojboji Mužů a Žen
Gregory Wilson,M,SBD,Single-ply,,,Open,110.0,110,,,,,292.5,,,,,200.0,,,,,300.0,792.5,5,466.38,466.38,446.76,559.7,Yes,Australia,IPF,1987-11-12,Norway,,Men's World Powerlifting Championships
Fannar Gauti Dagbjartsson,M,SBD,Single-ply,44.5,40-44,Open,115.3,120,310.5,320.0,327.5,,327.5,250.0,258.0,-263.5,,258.0,290.0,-315.0,-315.0,,290.0,875.5,1,508.36,530.22,486.03,598.7,Yes,Iceland,KRAFT,2012-03-24,Iceland,,Íslandsmeistaramót í kraftlyftingum
Stephanie Hill,F,SBD,Raw,,,Amateur Open,71.76,75,,,,,90.72,,,,,61.23,,,,,102.06,254.01,1,248.48,248.48,218.89,413.12,Yes,,RPS,2016-06-18,Canada,ON,Maple Leaf Nationals - Great White North Invasion
David Eisele,M,SBD,Raw,17.0,16-17,Juniors 16-17,87.9,90,,,,,190.0,,,,,110.0,,,,,220.0,520.0,2,336.07,362.96,324.03,485.91,,,USPA,2018-04-14,USA,OH,21st Annual Battle of the Great Lakes
Ekaterina Myasnikova,F,SBD,Wraps,28.0,24-34,Amateur Open,79.0,82.5,-120.0,120.0,135.0,,135.0,85.0,-92.5,92.5,,92.5,170.0,190.0,195.0,,195.0,422.5,1,389.34,389.34,341.68,662.01,,Russia,NAP,2014-10-17,Russia,,World Championships & Golden Tiger Classic
Treven Hopkins,M,SBD,Single-ply,,,Boys,108.32,109.7,,,,,181.44,,,,,136.08,,,,,179.17,496.68,3,293.71,293.71,281.52,373.51,Yes,,THSPA,2013-02-16,USA,TX,Industrial Powerlifting Meet
Marcin Kapala,M,SBD,Single-ply,21.5,20-23,Juniors,82.55,83,-270.0,-270.0,-270.0,,,160.0,167.5,-172.5,,167.5,,,,,,,DQ,,,,,Yes,Poland,EPF,2014-04-09,Russia,,European Sub-Juniors & Juniors Championships
Ted Isabella,M,SBD,Single-ply,39.0,35-39,Open,125.0,125,,,,,357.5,,,,,197.5,,,,,330.0,885.0,3,504.31,504.31,480.36,581.79,,USA,USPF,2003-06-23,USA,WV,Senior & Masters Nationals
Holly Bryans,F,SBD,Raw,23.5,24-34,F-C-Open,70.0,72,150.0,157.5,162.5,,162.5,70.0,75.0,80.0,,80.0,165.0,177.5,182.5,,182.5,425.0,2,422.81,422.81,372.7,702.78,Yes,UK,BP,2018-02-25,UK,,British Women's Classic Powerlifting Championships
Mya Ramos,F,SBD,Single-ply,,,Girls,101.79,117.7,,,,,129.27,,,,,52.16,,,,,113.4,294.84,1,244.25,244.25,209.35,370.02,Yes,,THSWPA,2019-01-12,USA,TX,Abilene High Invitational
Danny Vega,M,SBD,Wraps,,,SNR,100.0,100,,,,,274.42,,,,,,,,,,,,DQ,,,,,,,RAWU,2015-11-05,USA,FL,Tony Conyers Extravaganza
Megan Elkins,F,SBD,Single-ply,,,Girls,47.08,47.8,,,,,92.99,,,,,38.56,,,,,99.79,231.33,2,310.73,310.73,276.96,401.45,Yes,,THSWPA,2015-02-21,USA,TX,Palacios Girls LQM
Kennedey Parker,F,SBD,Single-ply,,,Girls,80.6,82.3,,,,,170.1,,,,,70.31,,,,,136.08,376.48,6,343.06,343.06,300.73,475.36,Yes,,THSWPA,2016-03-08,USA,TX,Girls State Meet
Anton Gorobets,M,SBD,Single-ply,19.5,20-23,Juniors,66.7,67.5,230.0,240.0,-245.0,,240.0,130.0,135.0,-140.0,,135.0,200.0,210.0,-217.5,,210.0,585.0,4,455.4,469.06,441.9,568.59,Yes,,UkrainePF,2010-04-18,Ukraine,,Ukrainian Juniors Powerlifting Championships
Chris Agnello,M,SBD,Wraps,28.0,24-34,M-OR,93.3,100,155.0,165.0,170.0,,170.0,92.5,-97.5,-97.5,,92.5,170.0,180.0,190.0,,190.0,452.5,5,283.82,283.82,273.29,395.16,,,GPC-AUS,2014-10-01,Australia,WA,WA States
Dylan Mayer,M,SBD,Wraps,23.0,20-23,Open,116.6,125,,,,,320.0,,,,,200.0,,,,,330.0,850.0,1,492.12,492.12,470.27,716.08,,,USPA,2017-05-13,USA,CA,Central Coast Open
Wayne Collins,M,SBD,Raw,,,M-C-M2,91.7,93,145.0,155.0,162.5,,162.5,115.0,122.5,130.0,,130.0,175.0,185.0,195.0,,195.0,487.5,1,308.33,308.33,297.0,437.37,Yes,,EPA,2015-10-18,England,,Devon & Cornwall Championships
Ryan Savage,M,SBD,Single-ply,,,Boys,134.17,124.7+,,,,,249.48,,,,,124.74,,,,,181.44,555.65,4,312.57,312.57,296.71,372.3,Yes,,THSPA,2010-03-06,USA,TX,Region IV Division III Championships
Marcus Cardenez,M,SBD,Single-ply,,,Boys,74.03,74.8,,,,,181.44,,,,,127.01,,,,,192.78,501.22,1,360.43,360.43,348.75,464.31,Yes,,THSPA,2012-01-07,USA,TX,Academy Invitational
Juanita Calvert,F,SBD,Wraps,43.0,40-44,FO,51.8,52,72.5,85.0,95.0,,95.0,47.5,-55.0,-55.0,,47.5,97.5,110.0,-122.5,,110.0,252.5,1,315.71,325.5,279.89,472.78,,Canada,CPF,2017-09-30,Canada,AB,Summer Send Off
Oleksandr Kupar,M,SBD,Single-ply,16.5,16-17,Juniors,60.0,60,125.0,132.5,137.5,,137.5,77.5,85.0,-90.0,,85.0,140.0,152.5,-162.5,,152.5,375.0,9,319.83,345.41,311.63,417.03,Yes,,UkrainePF,1994-04-11,Ukraine,,Ukrainian Junior Powerlifting Championships
Johnt'A Maxey,M,SBD,Single-ply,,,Boys,101.42,109.7,,,,,226.8,,,,,136.08,,,,,197.31,560.19,3,339.04,339.04,325.71,428.38,Yes,,THSPA,2013-02-07,USA,TX,Panther Strength Invitational
Seth Ritchey,M,SBD,Single-ply,,,Boys,130.36,124.7+,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,THSPA,2019-01-12,USA,TX,Bobcat Classic-Boys Division
Vince Green,M,SBD,Raw,44.5,40-44,Masters 1,107.3,120,,,,,225.0,,,,,172.5,,,,,230.0,627.5,1,372.21,388.22,356.89,532.15,Yes,Canada,CPU,2017-11-17,Canada,MB,17 Wing Championship
Jaap Fahner,M,SBD,Single-ply,,,M 40+,121.9,125,300.0,-325.0,,,300.0,200.0,210.0,-220.0,,210.0,300.0,310.0,320.0,,320.0,830.0,1,475.49,475.49,453.46,555.32,,Netherlands,WPF,2005-11-22,Germany,,World Championships
Serigo Guerrero,M,SBD,Single-ply,,,Boys,81.92,82.1,,,,,165.56,,,,,88.45,,,,,149.69,403.7,3,271.59,271.59,262.23,363.5,Yes,,THSPA,2018-02-01,USA,TX,Tahoka Coop
Patrick Raquet,M,D,Raw,,,Pro Open,135.62,140,,,,,,,,,,,,,,342.46,333.39,333.39,1,187.22,187.22,177.63,658.77,,,RPS,2015-02-21,USA,PA,Barno-Newman and Master & Police Nationals
Bradley Wagner,M,SBD,Multi-ply,,,Open,110.0,110,-300.0,300.0,-322.5,,300.0,215.0,232.5,237.5,,237.5,287.5,300.0,307.5,,307.5,845.0,4,497.28,497.28,476.36,593.25,,,APF,1997-06-21,USA,AL,Senior Nationals
Daniel Hoystradt,M,SBD,Single-ply,,,Boys,100.61,109.7,,,,,204.12,,,,,113.4,,,,,215.46,532.97,2,323.58,323.58,310.93,411.92,Yes,,THSPA,2011-02-10,USA,TX,BOSWELL INVITATIONAL MEET
Koby Williams,M,SBD,Single-ply,14.0,13-15,Boys,108.32,109.7,,,,,208.65,,,,,111.13,,,,,208.65,528.44,2,312.49,384.36,299.52,393.97,Yes,,THSPA,2012-02-18,USA,TX,Temple Wildcat Powerlifting Championship
G. Glover,M,SBD,Single-ply,,,Open,100.0,100,,,,,,,,,,,,,,,,,DQ,,,,,,,APF,1988-05-15,USA,WI,Wisconsin State Open
Michal Mihály,M,B,Single-ply,42.5,40-44,Masters 1,121.7,125,,,,,,232.5,242.5,,,242.5,,,,,,242.5,1,138.97,141.75,132.54,571.73,Yes,Czechia,CSST,2009-04-04,Czechia,,Mistrovství ČR v Benčpresu
Matthew Middleton,M,SBD,Wraps,,,M-OR,92.9,95,270.0,285.0,-300.0,,285.0,180.0,190.0,-200.0,,190.0,290.0,-302.5,310.0,,310.0,785.0,6,493.38,493.38,475.11,749.8,,Australia,ProRaw,2015-11-15,Australia,VIC,Seven
Sukhdev Kan,F,SBD,Raw,,,Masters 2,70.4,72,,,,,72.5,,,,,55.0,,,,,120.0,247.5,1,245.26,245.26,216.17,405.31,Yes,,CPU,2019-02-23,Canada,BC,BCPA Winter Open
Hadi Sarvi-Youyani,M,SBD,Wraps,31.0,24-34,O,75.0,75,200.0,220.0,230.0,,230.0,130.0,142.5,147.5,,147.5,240.0,250.0,260.0,,260.0,637.5,1,454.26,454.26,439.41,686.23,,Iran,WPC,2014-06-12,Azerbaijan,,European Championships
Mykyta Zabortsev,M,SBD,Single-ply,21.5,20-23,Open,109.65,120,230.0,240.0,-250.0,,240.0,-130.0,130.0,,,130.0,230.0,240.0,250.0,,250.0,620.0,2,365.22,368.88,349.9,450.2,Yes,,FPR,2015-09-04,Russia,,VOSPORO Cup
Jeremiah Barerra,M,SBD,Single-ply,,,Boys,125.65,124.7+,,,,,226.8,,,,,,,,,,,,DQ,,,,,Yes,,THSPA,2018-01-11,USA,TX,Snyder Tiger Invitational
Mike Nichols,M,SBD,Multi-ply,,,Submasters 33-39,90.0,90,,,,,258.55,,,,,154.22,,,,,226.8,639.57,3,408.3,408.3,393.47,512.99,,USA,WPA,1993-03-27,USA,PA,World Record Breakers & Submaster/Master Worlds
Artur Araslanov,M,B,Raw,19.5,20-23,Open,99.15,105,,,,,,-135.0,142.5,-150.0,,142.5,,,,,,142.5,5,87.02,89.63,83.66,515.04,Yes,,FPR,2014-02-28,Russia,,St. Petersburg Open Championships
Tanya Cormier,F,B,Single-ply,,,Open,67.5,67.5,,,,,,,,,,52.5,,,,,,52.5,1,53.58,53.58,47.27,400.31,Yes,,CPU,1997-11-08,Canada,PE,Eastern Canadian BP Championships
Bruce McIntyre,M,SBD,Multi-ply,53.0,50-54,50-54,100.0,100,240.0,275.0,,,275.0,230.0,-238.0,-238.0,,230.0,230.0,240.0,-255.5,,240.0,745.0,1,453.4,536.82,435.75,555.67,,Canada,WPC,2010-11-01,Finland,,World Championships
Barbara Coles,F,BD,Raw,46.5,45-49,Amateur Masters 45-49,82.19,82.5,,,,,,,,,,97.52,,,,,165.56,263.08,1,237.23,253.36,207.71,,Yes,,RPS,2017-06-10,USA,PA,Philly Push Pull
Mary Jane Luna,F,SBD,Single-ply,,,Girls,71.03,75,,,,,113.4,,,,,43.09,,,,,117.93,274.42,2,270.29,270.29,238.18,391.2,Yes,,THSWPA,2018-01-20,USA,TX,Magnolia Invitational
Oleksiy Rubinov,M,B,Raw,20.5,20-23,Pro Juniors 20-23,78.7,82.5,,,,,,110.0,120.0,-132.5,,120.0,,,,,,120.0,2,82.79,84.44,80.0,506.94,,Ukraine,WPA,2013-06-06,Ukraine,,European Championships
Destanie Peterson,F,SBD,Wraps,,,Open,163.84,90+,,,,,190.51,,,,,97.52,,,,,158.76,446.79,1,343.2,343.2,283.58,541.17,,,SPF,2018-09-22,USA,AL,Rocket City Lift Off
Chevy Shumaker,M,SBD,Raw,15.0,13-15,Juniors 13-15,55.84,56,,,,110.0,107.5,,,,,75.0,,,,,150.0,332.5,1,303.54,358.18,296.87,411.34,,,USPA,2014-07-18,USA,CA,National Powerlifting Championships
Jordyn Bustillos,F,SBD,Single-ply,,,Girls,121.15,117.7+,,,,,206.38,,,,,88.45,,,,,158.76,453.59,5,362.1,362.1,306.66,483.54,Yes,,THSWPA,2017-03-17,USA,TX,Girls State Meet
Rubylee Perez,F,SBD,Single-ply,,,Girls,59.15,60.1,,,,,115.67,,,,,52.16,,,,,117.93,285.76,5,322.14,322.14,284.68,429.99,Yes,,THSWPA,2014-02-28,USA,TX,Girls Region 2 Division 1
Justin Gaudette,M,SBD,Single-ply,24.0,24-34,Open,97.7,100,,,,,237.5,,,,,172.5,,,,,245.0,655.0,1,402.46,402.46,387.05,501.27,,,USPA,2012-05-26,USA,CA,Patriot Games Powerlifting Challenge
Zack Marstiller,M,SBD,Wraps,,20-23,Juniors,87.54,90,,,,,267.62,,,,,158.76,,,,,274.42,700.8,1,453.92,453.92,437.69,686.17,,,SPF,2017-11-18,USA,TN,Spring Hill Winter Classic
Kyle Lussier,M,SBD,Wraps,,,Amateur Open,88.81,90,,,,,210.92,,,,,136.08,,,,,226.8,573.79,4,368.83,368.83,355.53,541.18,Yes,,RPS,2014-03-29,USA,RI,New England Revolution
Demetrios Monreal,M,SBD,Single-ply,,,Boys,55.16,55.7,,,,,136.08,,,,,72.57,,,,,129.27,337.93,5,312.25,312.25,305.6,406.99,Yes,,THSPA,2016-02-13,USA,TX,Medina Valley Hill Country Classic
Gareth Walsh,M,B,Raw,44.0,40-44,M-O,59.3,60,,,,,,,,,,80.0,,,,,,80.0,2,68.97,71.93,67.24,425.52,Yes,Ireland,IDFPF,2017-02-18,Ireland,,National Single Lifts
Ilya Chudnov,M,B,Raw,38.5,35-39,O,69.7,75,,,,,,80.0,-95.0,-95.0,,80.0,,,,,,80.0,6,60.15,60.15,58.29,370.32,Yes,,WPU-RUS,2017-10-07,Russia,,Prodvigenie Tournament
Robin Niemi,M,B,Single-ply,,,Sub-Juniors,81.5,82.5,,,,,,,,,,100.0,,,,,,100.0,7,67.49,67.49,65.17,387.83,Yes,,SSF,2009-11-28,Sweden,,SM Bänkpress
Louie Simmons,M,B,Multi-ply,,,Open,105.51,110,,,,,,,,,,,,,,,,,DQ,,,,,,USA,SPF,2012-03-10,USA,,Ironman Classic Pro/Am
Richard Bagley III,M,SBD,Wraps,,,Police Amateur Open,98.79,100,,,,,226.8,,,,,136.08,,,,,226.8,589.67,1,360.64,360.64,346.73,521.11,Yes,,RPS,2014-03-29,USA,RI,New England Revolution
Sofia Batchelor,F,D,Raw,,,Disabled 1 13-19,52.0,52,,,,,,,,,,,,,,,57.5,57.5,2,71.68,71.68,63.54,227.19,Yes,,WABDL,2018-03-10,USA,OR,North American BP & DL
Johan Pilhagen,M,SBD,Raw,,,Open,82.4,83,,,,,135.0,,,,,125.0,,,,,170.0,430.0,7,288.27,288.27,278.3,405.61,Yes,,SSF,2015-11-14,Sweden,,DM i styrkelyft - klassisk Östra Svealands SDF
Lisa Hogan,F,SBD,Raw,27.0,24-34,FR-O,64.0,72,120.0,127.5,132.5,,132.5,57.5,62.5,65.0,,65.0,150.0,-167.5,167.5,,167.5,365.0,1,387.37,387.37,341.99,627.87,Yes,,USAPL,2017-11-18,USA,OR,Ironside Lift for Pits
